city,datetime,temperature,feels_like,humidity,weather,wind_speed,rain_3h
Montauban,2026-06-26 15:00:00,39.7,38.95,20,few clouds,1.44,0.0
Montauban,2026-06-26 18:00:00,39.08,37.59,18,clear sky,2.09,0.0
Montauban,2026-06-26 21:00:00,30.1,29.18,34,scattered clouds,3.2,0.0
Montauban,2026-06-27 00:00:00,24.68,24.69,57,scattered clouds,3.28,0.0
Montauban,2026-06-27 03:00:00,19.59,19.85,86,scattered clouds,4.61,0.0
Montauban,2026-06-27 06:00:00,20.42,20.55,78,few clouds,3.61,0.0
Montauban,2026-06-27 09:00:00,26.4,26.4,52,clear sky,2.91,0.0
Montauban,2026-06-27 12:00:00,32.42,32.18,36,clear sky,3.11,0.0
Biarritz,2026-06-22 15:00:00,32.22,32.07,37,scattered clouds,3.5,0.0
Biarritz,2026-06-22 18:00:00,27.49,28.72,60,few clouds,3.28,0.0
Biarritz,2026-06-22 21:00:00,23.98,24.18,67,clear sky,1.15,0.0
Biarritz,2026-06-23 00:00:00,21.48,21.85,83,clear sky,2.21,0.0
Biarritz,2026-06-23 03:00:00,22.84,22.82,63,clear sky,2.83,0.0
Biarritz,2026-06-23 06:00:00,23.1,23.03,60,clear sky,1.83,0.0
Biarritz,2026-06-23 09:00:00,29.05,29.26,46,clear sky,1.29,0.0
Biarritz,2026-06-23 12:00:00,33.6,33.86,36,clear sky,2.85,0.0
Biarritz,2026-06-23 15:00:00,32.29,33.09,42,clear sky,3.82,0.0
Biarritz,2026-06-23 18:00:00,27.12,28.47,63,clear sky,1.68,0.0
Biarritz,2026-06-23 21:00:00,26.19,26.19,58,few clouds,0.71,0.0
Biarritz,2026-06-24 00:00:00,23.51,23.64,66,broken clouds,1.85,0.0
Biarritz,2026-06-24 03:00:00,23.95,23.81,54,scattered clouds,2.4,0.0
Biarritz,2026-06-24 06:00:00,24.18,24.17,58,few clouds,2.47,0.0
Biarritz,2026-06-24 09:00:00,30.17,30.27,43,few clouds,1.42,0.0
Biarritz,2026-06-24 12:00:00,33.02,33.2,37,clear sky,2.69,0.0
Biarritz,2026-06-24 15:00:00,29.45,30.13,49,clear sky,4.32,0.0
Biarritz,2026-06-24 18:00:00,28.0,28.92,55,clear sky,3.11,0.0
Biarritz,2026-06-24 21:00:00,26.21,26.21,59,clear sky,4.8,0.0
Biarritz,2026-06-25 00:00:00,21.51,21.94,85,light rain,6.57,0.13
Biarritz,2026-06-25 03:00:00,19.92,20.32,90,overcast clouds,1.66,0.0
Biarritz,2026-06-25 06:00:00,21.78,22.0,76,broken clouds,3.54,0.0
Biarritz,2026-06-25 09:00:00,27.79,28.3,51,scattered clouds,1.64,0.0
Biarritz,2026-06-25 12:00:00,23.35,23.67,74,broken clouds,5.3,0.0
Biarritz,2026-06-25 15:00:00,22.18,22.59,82,scattered clouds,4.95,0.0
Biarritz,2026-06-25 18:00:00,21.21,21.71,89,scattered clouds,5.58,0.0
Biarritz,2026-06-25 21:00:00,20.01,20.52,94,light rain,3.1,0.34
Biarritz,2026-06-26 00:00:00,19.45,19.93,95,broken clouds,2.31,0.0
Biarritz,2026-06-26 03:00:00,18.92,19.35,95,scattered clouds,1.14,0.0
Biarritz,2026-06-26 06:00:00,19.2,19.6,93,scattered clouds,1.45,0.0
Biarritz,2026-06-26 09:00:00,23.34,23.66,74,clear sky,1.52,0.0
Biarritz,2026-06-26 12:00:00,24.98,25.36,70,clear sky,3.77,0.0
Biarritz,2026-06-26 15:00:00,23.33,23.76,78,broken clouds,3.84,0.0
Biarritz,2026-06-26 18:00:00,22.33,22.84,85,scattered clouds,5.85,0.0
Biarritz,2026-06-26 21:00:00,20.47,20.97,92,few clouds,4.12,0.0
Biarritz,2026-06-27 00:00:00,20.47,20.97,92,scattered clouds,3.89,0.0
Biarritz,2026-06-27 03:00:00,20.04,20.5,92,light rain,2.49,0.18
Biarritz,2026-06-27 06:00:00,20.13,20.52,89,scattered clouds,0.88,0.0
Biarritz,2026-06-27 09:00:00,21.57,21.77,76,few clouds,2.18,0.0
Biarritz,2026-06-27 12:00:00,21.24,21.43,77,few clouds,4.04,0.0
Bayonne,2026-06-22 15:00:00,30.58,29.79,35,few clouds,3.22,0.0
Bayonne,2026-06-22 18:00:00,26.68,27.4,55,few clouds,3.5,0.0
Bayonne,2026-06-22 21:00:00,23.8,23.75,58,clear sky,1.43,0.0
Bayonne,2026-06-23 00:00:00,21.66,21.97,80,clear sky,2.11,0.0
Bayonne,2026-06-23 03:00:00,22.99,22.96,62,clear sky,2.65,0.0
Bayonne,2026-06-23 06:00:00,25.65,25.79,58,clear sky,1.61,0.0
Bayonne,2026-06-23 09:00:00,27.79,27.36,38,clear sky,1.16,0.0
Bayonne,2026-06-23 12:00:00,30.93,29.41,27,clear sky,2.48,0.0
Bayonne,2026-06-23 15:00:00,35.86,36.19,31,clear sky,3.15,0.0
Bayonne,2026-06-23 18:00:00,27.66,28.41,54,clear sky,1.94,0.0
Bayonne,2026-06-23 21:00:00,25.56,25.58,54,few clouds,0.78,0.0
Bayonne,2026-06-24 00:00:00,23.62,23.68,63,scattered clouds,1.57,0.0
Bayonne,2026-06-24 03:00:00,24.05,23.82,50,scattered clouds,2.25,0.0
Bayonne,2026-06-24 06:00:00,26.73,27.39,54,scattered clouds,2.02,0.0
Bayonne,2026-06-24 09:00:00,32.86,32.61,35,few clouds,1.53,0.0
Bayonne,2026-06-24 12:00:00,35.85,35.7,29,few clouds,2.21,0.0
Bayonne,2026-06-24 15:00:00,32.29,32.7,40,clear sky,3.84,0.0
Bayonne,2026-06-24 18:00:00,30.3,31.02,47,clear sky,2.44,0.0
Bayonne,2026-06-24 21:00:00,27.59,28.0,50,clear sky,3.0,0.0
Bayonne,2026-06-25 00:00:00,22.22,22.59,80,scattered clouds,5.88,0.0
Bayonne,2026-06-25 03:00:00,19.44,19.87,93,overcast clouds,1.15,0.0
Bayonne,2026-06-25 06:00:00,22.1,22.3,74,broken clouds,3.07,0.0
Bayonne,2026-06-25 09:00:00,30.18,30.02,41,scattered clouds,1.88,0.0
Bayonne,2026-06-25 12:00:00,26.28,26.28,61,broken clouds,5.68,0.0
Bayonne,2026-06-25 15:00:00,23.36,23.74,76,broken clouds,5.09,0.0
Bayonne,2026-06-25 18:00:00,21.54,22.0,86,scattered clouds,5.39,0.0
Bayonne,2026-06-25 21:00:00,19.8,20.34,96,light rain,3.14,0.38
Bayonne,2026-06-26 00:00:00,19.05,19.54,97,broken clouds,1.89,0.0
Bayonne,2026-06-26 03:00:00,18.38,18.81,97,few clouds,1.18,0.0
Bayonne,2026-06-26 06:00:00,19.07,19.46,93,scattered clouds,1.2,0.0
Bayonne,2026-06-26 09:00:00,24.79,25.1,68,few clouds,1.45,0.0
Bayonne,2026-06-26 12:00:00,27.41,28.62,60,clear sky,3.59,0.0
Bayonne,2026-06-26 15:00:00,25.72,26.12,68,broken clouds,3.95,0.0
Bayonne,2026-06-26 18:00:00,22.58,23.06,83,scattered clouds,5.42,0.0
Bayonne,2026-06-26 21:00:00,20.28,20.79,93,few clouds,3.77,0.0
Bayonne,2026-06-27 00:00:00,20.24,20.75,93,few clouds,3.35,0.0
Bayonne,2026-06-27 03:00:00,19.68,20.16,94,light rain,2.06,0.12
Bayonne,2026-06-27 06:00:00,20.1,20.49,89,few clouds,0.78,0.0
Bayonne,2026-06-27 09:00:00,22.7,22.85,70,few clouds,2.22,0.0
Bayonne,2026-06-27 12:00:00,22.71,22.89,71,few clouds,4.3,0.0
La Rochelle,2026-06-22 15:00:00,35.59,39.01,42,clear sky,5.86,0.0
La Rochelle,2026-06-22 18:00:00,30.31,31.86,52,clear sky,5.72,0.0
La Rochelle,2026-06-22 21:00:00,27.83,27.65,42,clear sky,4.18,0.0
La Rochelle,2026-06-23 00:00:00,27.58,27.77,47,clear sky,5.35,0.0
La Rochelle,2026-06-23 03:00:00,25.14,24.94,47,clear sky,4.45,0.0
La Rochelle,2026-06-23 06:00:00,26.76,27.14,49,clear sky,2.94,0.0
La Rochelle,2026-06-23 09:00:00,34.75,37.66,43,clear sky,1.89,0.0
La Rochelle,2026-06-23 12:00:00,29.82,29.96,44,clear sky,3.73,0.0
La Rochelle,2026-06-23 15:00:00,28.65,29.11,49,clear sky,6.02,0.0
La Rochelle,2026-06-23 18:00:00,29.08,29.41,47,clear sky,6.87,0.0
La Rochelle,2026-06-23 21:00:00,28.19,27.76,39,scattered clouds,4.96,0.0
La Rochelle,2026-06-24 00:00:00,28.13,28.0,43,broken clouds,6.9,0.0
La Rochelle,2026-06-24 03:00:00,25.05,24.97,52,few clouds,5.73,0.0
La Rochelle,2026-06-24 06:00:00,26.4,26.4,44,scattered clouds,5.72,0.0
La Rochelle,2026-06-24 09:00:00,31.15,30.69,37,overcast clouds,2.55,0.0
La Rochelle,2026-06-24 12:00:00,32.02,31.64,36,overcast clouds,1.59,0.0
La Rochelle,2026-06-24 15:00:00,31.88,31.77,38,overcast clouds,4.73,0.0
La Rochelle,2026-06-24 18:00:00,29.01,29.1,45,overcast clouds,5.37,0.0
La Rochelle,2026-06-24 21:00:00,28.3,27.93,40,scattered clouds,2.18,0.0
La Rochelle,2026-06-25 00:00:00,28.06,27.52,37,few clouds,5.94,0.0
La Rochelle,2026-06-25 03:00:00,25.3,25.17,49,clear sky,6.21,0.0
La Rochelle,2026-06-25 06:00:00,24.82,24.77,54,clear sky,6.71,0.0
La Rochelle,2026-06-25 09:00:00,27.39,28.02,53,broken clouds,5.94,0.0
La Rochelle,2026-06-25 12:00:00,23.41,23.76,75,scattered clouds,5.21,0.0
La Rochelle,2026-06-25 15:00:00,22.34,22.72,80,light rain,6.11,0.1
La Rochelle,2026-06-25 18:00:00,20.69,21.09,87,few clouds,8.48,0.0
La Rochelle,2026-06-25 21:00:00,19.41,19.83,93,light rain,6.45,0.33
La Rochelle,2026-06-26 00:00:00,19.24,19.62,92,scattered clouds,6.82,0.0
La Rochelle,2026-06-26 03:00:00,18.24,18.55,93,clear sky,1.44,0.0
La Rochelle,2026-06-26 06:00:00,19.25,19.5,87,clear sky,1.3,0.0
La Rochelle,2026-06-26 09:00:00,22.51,22.62,69,clear sky,1.78,0.0
La Rochelle,2026-06-26 12:00:00,23.65,23.79,66,clear sky,6.13,0.0
La Rochelle,2026-06-26 15:00:00,22.81,22.9,67,clear sky,6.79,0.0
La Rochelle,2026-06-26 18:00:00,22.39,22.41,66,clear sky,8.63,0.0
La Rochelle,2026-06-26 21:00:00,21.31,21.27,68,clear sky,6.96,0.0
La Rochelle,2026-06-27 00:00:00,19.02,19.01,78,clear sky,4.79,0.0
La Rochelle,2026-06-27 03:00:00,18.66,18.83,86,light rain,4.65,0.3
La Rochelle,2026-06-27 06:00:00,19.43,19.75,89,light rain,5.18,0.37
La Rochelle,2026-06-27 09:00:00,20.97,21.21,80,light rain,4.7,0.42
La Rochelle,2026-06-27 12:00:00,20.57,20.75,79,clear sky,6.41,0.0
